4,1,0,5,0
4,1,1,5,0
4,1,2,5,0
4,1,3,5,0
4,1,4,5,0
4,1,5,5,0
4,2,-5,5,0
4,2,-4,5,0
4,2,-3,5,0
4,2,-2,20,0
4,2,-1,20,0
4,2,0,20,0
4,2,1,20,0
4,2,2,20,0
4,2,3,5,0
4,2,4,5,0
4,2,5,5,0
4,3,-5,5,0
4,3,-4,5,0
4,3,-3,5,0
4,3,-2,5,0
4,3,-1,5,0
4,3,0,5,0
4,3,1,5,0
4,3,2,5,0
4,3,3,5,0
4,3,4,5,0
4,3,5,5,0
4,4,-5,5,0
4,4,-4,5,0
4,4,-3,5,0
4,4,-2,5,0
4,4,-1,5,0
4,4,0,5,0
4,4,1,5,0
4,4,2,5,0
4,4,3,5,0
4,4,4,5,0
4,4,5,5,0
4,5,-5,85,0
4,5,-4,85,0
4,5,-3,85,0
4,5,-2,85,0
